author,title,copies
http://www.connaissance.io/onto/biblio/authors#Frederick_Franck,The Zen of Seeing,1
http://www.connaissance.io/onto/biblio/authors#Frederick_Franck,"The awakened eye : a companion volume to The Zen of seeing : seeing, drawing as meditation",1
http://www.connaissance.io/onto/biblio/authors#Friedrick_Nietzsche,Basic Writings of Nietzsche,1
http://www.connaissance.io/onto/biblio/authors#Fyodor_Dostoevsky,Crime and Punishment,1
http://www.connaissance.io/onto/biblio/authors#Fyodor_Dostoevsky,The Idiot,1
http://www.connaissance.io/onto/biblio/authors#Fyodor_Dostoevsky,The Karamazov Brothers,1
http://www.connaissance.io/onto/biblio/authors#Gail_Anderson-Dargatz,A Recipe for Bees,1
http://www.connaissance.io/onto/biblio/authors#Garrsion_Keillor,"WLT, A Radio Romance",1
http://www.connaissance.io/onto/biblio/authors#Garry_Trudeau,Doonesbury's Greatest Hits,1
http://www.connaissance.io/onto/biblio/authors#Gary_Davis,The sound reinforcement handbook,1
http://www.connaissance.io/onto/biblio/authors#Gary_Meisner,Instant Scale and Chord Guide for Keyboards,1
http://www.connaissance.io/onto/biblio/authors#Gary_Snyder,Axe Handles: poems by Gary Snyder,1
http://www.connaissance.io/onto/biblio/authors#Gary_Snyder,Regarding Wave,1
http://www.connaissance.io/onto/biblio/authors#Gary_Snyder,The Back Country,1
http://www.connaissance.io/onto/biblio/authors#Gary_Snyder,The Practice of the Wild,1
http://www.connaissance.io/onto/biblio/authors#Gary_Snyder,Turtle Island,1
http://www.connaissance.io/onto/biblio/authors#George_Crile,Charlie Wilson's War,1
http://www.connaissance.io/onto/biblio/authors#George_Petrides,"A field guide to trees and shrubs : field marks of all trees, shrubs, and woody vines that grow wild in the northeastern and north-central United States and in southeastern and south-central Canada",1
http://www.connaissance.io/onto/biblio/authors#George_Petrides,The Fifth Discipline : the art and practice of the learning organization,1
http://www.connaissance.io/onto/biblio/authors#Gia-fu_Feng,Tao Te Ching,1
http://www.connaissance.io/onto/biblio/authors#Gilbert_Shelton,Freak Brothers Issue 4,1
http://www.connaissance.io/onto/biblio/authors#Ginny_Callan,Horn of the Moon Cookbook,1
http://www.connaissance.io/onto/biblio/authors#Gino_Sky,Coyote Silk,1
http://www.connaissance.io/onto/biblio/authors#Glenn_Day,Simply Shrimp,1
http://www.connaissance.io/onto/biblio/authors#Gloria_Naylor,Bailey's Café,1
http://www.connaissance.io/onto/biblio/authors#Gloria_Naylor,Linden Hills,1
http://www.connaissance.io/onto/biblio/authors#Gloria_Naylor,Mama Day,1
http://www.connaissance.io/onto/biblio/authors#Gloria_Naylor,The Women of Brewster Place,1
http://www.connaissance.io/onto/biblio/authors#Goldberry_Long,Juniper Tree Burning : a novel,1
http://www.connaissance.io/onto/biblio/authors#Gordon_Parks,Voices in the Mirror : an autobiography,1
http://www.connaissance.io/onto/biblio/authors#Gorham_Kindem,The moving image : production principles and practices,1
http://www.connaissance.io/onto/biblio/authors#Graeme_Base,Animalia,1
http://www.connaissance.io/onto/biblio/authors#Graeme_Base,Jabberwocky,1
http://www.connaissance.io/onto/biblio/authors#Graeme_Base,My Grandma Lived in Gooligulch,1
http://www.connaissance.io/onto/biblio/authors#Graeme_Base,The Discovery of Dragons,1
http://www.connaissance.io/onto/biblio/authors#Graeme_Base,The Eleventh hour,1
http://www.connaissance.io/onto/biblio/authors#Graeme_Base,The Sign of the Seahorse,1
http://www.connaissance.io/onto/biblio/authors#Graeme_Base,The Worst Band in the Universe,1
http://www.connaissance.io/onto/biblio/authors#Grateful_Dead,Grateful Dead : Made Easy for Guitar,1
http://www.connaissance.io/onto/biblio/authors#Grateful_Dead,Grateful Dead : the Official Book of the Dead Heads,1
http://www.connaissance.io/onto/biblio/authors#Grateful_Dead,Grateful Dead Anthology,1
http://www.connaissance.io/onto/biblio/authors#Grateful_Dead,Grateful Dead Comix No. 1,1
http://www.connaissance.io/onto/biblio/authors#Grateful_Dead,Grateful Dead Comix No. 2,1
http://www.connaissance.io/onto/biblio/authors#Grateful_Dead,Grateful Dead Comix No. 3,1
http://www.connaissance.io/onto/biblio/authors#Grateful_Dead,Grateful Dead Comix No. 4,1
http://www.connaissance.io/onto/biblio/authors#Grateful_Dead,Grateful Dead Comix No. 5,1
http://www.connaissance.io/onto/biblio/authors#Greg_Garrett,Free Bird,1
http://www.connaissance.io/onto/biblio/authors#Gunter_Grass,The Flounder,1
http://www.connaissance.io/onto/biblio/authors#Gwen_Diehn,"Simple printmaking : a beginner's guide to making relief prints with linoleum blocks, wood blocks, rubber stamps, found objects & more",1
http://www.connaissance.io/onto/biblio/authors#HA_VanderCook,Expression in Music,1
http://www.connaissance.io/onto/biblio/authors#Haare_Williams,Te Ao mārama : contemporary Maori writing. volume 3,1
http://www.connaissance.io/onto/biblio/authors#Hal_Leonard_Corp,Incredible Chord Finder : a complete guide to over 1116 guitar chords,1
http://www.connaissance.io/onto/biblio/authors#Hal_Leonard_Corp,Irish Favorites,1
http://www.connaissance.io/onto/biblio/authors#Hank_Harrison,The Dead,1
http://www.connaissance.io/onto/biblio/authors#Hank_Harrison,The Dead Book,1
http://www.connaissance.io/onto/biblio/authors#Hannah_Hinchman,A Life in Hand : creating the illuminated journal.,1
http://www.connaissance.io/onto/biblio/authors#Hannah_Hinchman,A trail through leaves : the journal as a path to place,1
http://www.connaissance.io/onto/biblio/authors#Harold_McGee,On Food and Cooking: the Science and Lore of the Kitchen,1
http://www.connaissance.io/onto/biblio/authors#Harry_Olson,"Music, Physics, and Engineering",1
http://www.connaissance.io/onto/biblio/authors#Heather_Cheney,Rock n Roll Comics Grateful Dead Issue 45,1
http://www.connaissance.io/onto/biblio/authors#Heather_Cheney,Rock n Roll Comics Grateful Dead Issue 46,1
http://www.connaissance.io/onto/biblio/authors#Helen_Campbell,Turnip Blues,1
http://www.connaissance.io/onto/biblio/authors#Helen_DeWitt,The Last Samurai,1
http://www.connaissance.io/onto/biblio/authors#Helene_Tursten,Detective Inspector Huss,1
http://www.connaissance.io/onto/biblio/authors#Helene_Tursten,Mutuwhenua,1
http://www.connaissance.io/onto/biblio/authors#Henning_Mankell,The White Lioness,1
http://www.connaissance.io/onto/biblio/authors#Henry_David_Thoreau,A Week on the Concord and Merrimack Rivers,1
http://www.connaissance.io/onto/biblio/authors#Henry_David_Thoreau,Walden,1
http://www.connaissance.io/onto/biblio/authors#Hermann_Hesse,Demian,1
http://www.connaissance.io/onto/biblio/authors#Hermann_Hesse,Siddhartha,1
http://www.connaissance.io/onto/biblio/authors#Holly_George-Warren,"Neil Young, the Rolling Stone Files",1
http://www.connaissance.io/onto/biblio/authors#Home_Depot,Home Depot Outdoor Projects 1-2-3,1
http://www.connaissance.io/onto/biblio/authors#Home_Depot,Wood Floors 1-2-3,1
http://www.connaissance.io/onto/biblio/authors#Howard_Wallach,50 classical guitar solos in tablature,1
http://www.connaissance.io/onto/biblio/authors#Hugh_Williams,Web Database Applications with PHP & MySQL,1
http://www.connaissance.io/onto/biblio/authors#Hunter_S_Thompson,Fear and Loathing in Las Vegas: a savage journey to the heart of the American dream,1
http://www.connaissance.io/onto/biblio/authors#Hunter_S_Thompson,The Great shark hunt : Strange tales from a strange time,1
http://www.connaissance.io/onto/biblio/authors#Irma_Rombauer,Joy of Cooking,1
http://www.connaissance.io/onto/biblio/authors#Irvin_Yalom,When Nietzsche Wept,1
http://www.connaissance.io/onto/biblio/authors#Isabel_Allende,Eva Luna,1
http://www.connaissance.io/onto/biblio/authors#Isabel_Allende,The Infinite Plan : a novel,1
http://www.connaissance.io/onto/biblio/authors#Isabel_Allende,The Stories of Eva Luna,1
http://www.connaissance.io/onto/biblio/authors#Ivan_Doig,The sea runners,1
http://www.connaissance.io/onto/biblio/authors#Izaak_Walton,The Compleat Angler,1
http://www.connaissance.io/onto/biblio/authors#JD_Salinger,Nine Stories,1
http://www.connaissance.io/onto/biblio/authors#JJ_Henderson,Mumbo Jumbo,1
http://www.connaissance.io/onto/biblio/authors#JJ_Henderson,Murder on Naked Beach,1
http://www.connaissance.io/onto/biblio/authors#JK_Rowling,Harry Potter and the Chamber of Secrets,1
http://www.connaissance.io/onto/biblio/authors#JK_Rowling,Harry Potter and the Order of the Phoenix,1
http://www.connaissance.io/onto/biblio/authors#JK_Rowling,Harry Potter and the Sorcerer's Stone,1
http://www.connaissance.io/onto/biblio/authors#JK_Rowling,The Prisoner of Azkaban,1
http://www.connaissance.io/onto/biblio/authors#JRH_Andrews,"The southern ark : zoological discovery in New Zealand, 1769-1900",1
http://www.connaissance.io/onto/biblio/authors#J_Robert_Lennon,The Funnies,1
http://www.connaissance.io/onto/biblio/authors#J_Tom_Burgess,"Knots, ties and splices : a handbook for seafarers, travellers and all who use cordage, with special notes ",1
http://www.connaissance.io/onto/biblio/authors#Jabari_Asim,"The N Word : who can say it, who shouldn't, and why",1
http://www.connaissance.io/onto/biblio/authors#Jack_Hodgins,The Macken Charm : a novel,1
http://www.connaissance.io/onto/biblio/authors#Jack_Kerouac,Book of Dreams,1
http://www.connaissance.io/onto/biblio/authors#Jack_Kerouac,Mexico city blues : (242 choruses),1
http://www.connaissance.io/onto/biblio/authors#Jack_Kerouac,On the Road,1
http://www.connaissance.io/onto/biblio/authors#Jack_Kerouac,Satori in Paris,1
http://www.connaissance.io/onto/biblio/authors#Jack_Kerouac,Some of the Dharma,1
http://www.connaissance.io/onto/biblio/authors#Jack_Kerouac,The Island Within,1
http://www.connaissance.io/onto/biblio/authors#Jack_Kerouac,The Subterraneans,1
http://www.connaissance.io/onto/biblio/authors#Jack_Kerouac,Tristessa,1
http://www.connaissance.io/onto/biblio/authors#Jack_Kerouac,Vanity of Duluoz,1
http://www.connaissance.io/onto/biblio/authors#Jack_Kerouac,Visions of Cody,1
http://www.connaissance.io/onto/biblio/authors#Jacqueline_Brooks,The Case for Constructivist Classrooms : in search of understanding,1
http://www.connaissance.io/onto/biblio/authors#James_Beard,Beard on Bread,1
http://www.connaissance.io/onto/biblio/authors#James_Crumley,The Last Good Kiss : a novel,1
http://www.connaissance.io/onto/biblio/authors#James_Ellroy,White Jazz : a novel,1
http://www.connaissance.io/onto/biblio/authors#James_Ensor,The Superhuman Crew,1
http://www.connaissance.io/onto/biblio/authors#James_Kelman,"How Late It Was, How Late",1
http://www.connaissance.io/onto/biblio/authors#James_Lee_Burke,Jolie Blon's Bounce : a novel,1
http://www.connaissance.io/onto/biblio/authors#James_Lee_Burke,Purple Cane Road,1
http://www.connaissance.io/onto/biblio/authors#James_Major,Mandolin Chord Book,1
http://www.connaissance.io/onto/biblio/authors#James_McBride,The Color of Water,1
http://www.connaissance.io/onto/biblio/authors#James_McMillan,Educational Research : fundamentals for the consumer,1
http://www.connaissance.io/onto/biblio/authors#James_Patterson,Beach Road,1
http://www.connaissance.io/onto/biblio/authors#James_Patterson,Cross Country,1
http://www.connaissance.io/onto/biblio/authors#James_Patterson,Cross Fire,1
http://www.connaissance.io/onto/biblio/authors#James_Patterson,Private Games,1
http://www.connaissance.io/onto/biblio/authors#James_Patterson,The 8th Confession,1
http://www.connaissance.io/onto/biblio/authors#James_Patterson,The Postcard Killers : a novel,1
http://www.connaissance.io/onto/biblio/authors#James_Patterson,Tick Tock,1
http://www.connaissance.io/onto/biblio/authors#Jan_Kerouac,Baby Driver,1
http://www.connaissance.io/onto/biblio/authors#Jana_Kolpen,"The Secrets of Pistoulet : a Fable of Food, Magic, & Love",1
http://www.connaissance.io/onto/biblio/authors#Jane_Coleman_Helmer,Complete Guide to House Plants,1
http://www.connaissance.io/onto/biblio/authors#Jane_McGonigal,Reality is broken : why games make us better and how they can change the world,1
http://www.connaissance.io/onto/biblio/authors#Jane_Rule,The Young in One Another's Arms,1
http://www.connaissance.io/onto/biblio/authors#Jane_S_Smith,Fool's gold : a novel,1
http://www.connaissance.io/onto/biblio/authors#Jane_Urquhart,The Underpainter,1
http://www.connaissance.io/onto/biblio/authors#Jaroslav_Pelikan,The World treasury of modern religious thought,1
http://www.connaissance.io/onto/biblio/authors#Jean_Hewitt,The New York Times New Natural Foods Cookbook,1
http://www.connaissance.io/onto/biblio/authors#Jean_Paul_Sartre,The Age of Reason,1
http://www.connaissance.io/onto/biblio/authors#Jean_Vaysse,Toward awakening : an approach to the teaching left by Gurdjieff,1
http://www.connaissance.io/onto/biblio/authors#Jean_Zallinger,Botany,1
http://www.connaissance.io/onto/biblio/authors#Jeff_Shapiro,Renato's Luck,1
http://www.connaissance.io/onto/biblio/authors#Jeff_Smith,"The Frugal Gourmet Cooks Three Ancient Cuisines : China, Greece, Rome",1
http://www.connaissance.io/onto/biblio/authors#Jen_Sincero,Don't Sleep with Your Drummer,1
http://www.connaissance.io/onto/biblio/authors#Jennifer_Egan,The Invisible Circus,1
http://www.connaissance.io/onto/biblio/authors#Jerry_Coker,Improvising Jazz,1
http://www.connaissance.io/onto/biblio/authors#Jerry_Garcia,"Grateful Dead : Authentic Guitar Classics, Vol. 2",1
http://www.connaissance.io/onto/biblio/authors#Jerry_Garcia,Harrington Street,1
http://www.connaissance.io/onto/biblio/authors#Jerry_Garcia,The Grateful Dead Movie,1
http://www.connaissance.io/onto/biblio/authors#Jessica_Maxwell,Femme d'adventure : travel tales from Inner Montana to Outer Mongolia,1
http://www.connaissance.io/onto/biblio/authors#Jiawei_Han,Data mining : concepts and techniques,1
http://www.connaissance.io/onto/biblio/authors#Jill_Ker_Conway,The Road from Coorain,1
http://www.connaissance.io/onto/biblio/authors#Jill_Ker_Conway,The Road to Coorain,1
http://www.connaissance.io/onto/biblio/authors#Jim_Carroll,Living at the Movies,1
http://www.connaissance.io/onto/biblio/authors#Jim_Dodge,Not Fade Away,1
http://www.connaissance.io/onto/biblio/authors#Jim_Dodge,Stone junction : an alchemical potboiler,1
http://www.connaissance.io/onto/biblio/authors#Jim_DuFresne,Tramping in New Zealand,1
http://www.connaissance.io/onto/biblio/authors#Jim_Harrison,A Good day to Die : a novel,1
http://www.connaissance.io/onto/biblio/authors#Jim_Harrison,Farmer,1
http://www.connaissance.io/onto/biblio/authors#Jim_Harrison,Julip,1
http://www.connaissance.io/onto/biblio/authors#Jim_Harrison,Legends of the Fall,1
http://www.connaissance.io/onto/biblio/authors#Jim_Harrison,Returning to Earth,1
http://www.connaissance.io/onto/biblio/authors#Jim_Harrison,Sundog,1
http://www.connaissance.io/onto/biblio/authors#Jim_Harrison,The Beast God Forgot to Invent,1
http://www.connaissance.io/onto/biblio/authors#Jim_Harrison,The Raw and the Cooked,1
http://www.connaissance.io/onto/biblio/authors#Jim_Harrison,The Road Home,1
http://www.connaissance.io/onto/biblio/authors#Jim_Harrison,Warlock: A Novel,1
http://www.connaissance.io/onto/biblio/authors#Jim_Harrison,Wolf,1
http://www.connaissance.io/onto/biblio/authors#Jim_Webb,Fields of Fire,1
http://www.connaissance.io/onto/biblio/authors#Jimella_Lucas,The Ark Restaurant Cookbook : Cuisine of the Pacific Northwest ,1
http://www.connaissance.io/onto/biblio/authors#Jimmy_McDonough,Shakey : Neil Young's biography,1
http://www.connaissance.io/onto/biblio/authors#Jo-Ann_Mapson,Shadow Ranch : a novel,1
http://www.connaissance.io/onto/biblio/authors#Joanna_Rose,Coastliners : a novel,1
http://www.connaissance.io/onto/biblio/authors#Joanna_Rose,Little Miss Strange,1
http://www.connaissance.io/onto/biblio/authors#Joanne_Harris,Chocolat : a novel,1
http://www.connaissance.io/onto/biblio/authors#Joanne_Harris,Holy Fools,1
http://www.connaissance.io/onto/biblio/authors#Jodi_Picoult,Songs of the humpback whale : a novel in five voices,1
http://www.connaissance.io/onto/biblio/authors#Joe_Coomer,Beachcombing for a Shipwrecked God,1
http://www.connaissance.io/onto/biblio/authors#John_Barth,The Last Voyage of Somebody the Sailor,1
http://www.connaissance.io/onto/biblio/authors#John_Barth,The Tidewater tales : a novel,1
http://www.connaissance.io/onto/biblio/authors#John_Brimhall,The Best of the Best of Brimhall Jazz Standards,1
http://www.connaissance.io/onto/biblio/authors#John_Burdett,Bangkok 8,1
http://www.connaissance.io/onto/biblio/authors#John_Burdett,Bangkok Tattoo,1
http://www.connaissance.io/onto/biblio/authors#John_Casey,The Half-life of Happiness,1
http://www.connaissance.io/onto/biblio/authors#John_Clellon_Holmes,Get Home Free,1
http://www.connaissance.io/onto/biblio/authors#John_Clellon_Holmes,The Horn,1
http://www.connaissance.io/onto/biblio/authors#John_Crowley,Aegypt,1
http://www.connaissance.io/onto/biblio/authors#John_Crowley,Love & Sleep,1
http://www.connaissance.io/onto/biblio/authors#John_Dufresne,Louisiana Power & Light,1
http://www.connaissance.io/onto/biblio/authors#John_Hanson_Mitchell,Ceremonial time : fifteen thousand years on one square mile,1
http://www.connaissance.io/onto/biblio/authors#John_Hanson_Mitchell,Living at the End of Time,1
http://www.connaissance.io/onto/biblio/authors#John_Kennedy_Toole,A Confederacy of Dunces,1
http://www.connaissance.io/onto/biblio/authors#John_Kennedy_Toole,The Neon Bible,1
http://www.connaissance.io/onto/biblio/authors#John_Klemmer,The Jazz Styles of John Klemmer,1
http://www.connaissance.io/onto/biblio/authors#John_Lescroart,Hard Evidence,1
http://www.connaissance.io/onto/biblio/authors#John_Lewis,Walking with the wind : a memoir of the movement,1
http://www.connaissance.io/onto/biblio/authors#John_Lust,The Herb Book,1
http://www.connaissance.io/onto/biblio/authors#John_McPhee,Encounters with the Archdruid,1
http://www.connaissance.io/onto/biblio/authors#John_McPhee,Giving Good Weight,1
http://www.connaissance.io/onto/biblio/authors#John_McPhee,Irons in the Fire,1
http://www.connaissance.io/onto/biblio/authors#John_McPhee,La Place de la Concorde Suisse,1
http://www.connaissance.io/onto/biblio/authors#John_McPhee,Looking for a Ship,1
http://www.connaissance.io/onto/biblio/authors#John_McPhee,The Control of Nature,1
http://www.connaissance.io/onto/biblio/authors#John_McPhee,The Pine Barrens,1
http://www.connaissance.io/onto/biblio/authors#John_Neihardt,Black Elk Speaks,1
http://www.connaissance.io/onto/biblio/authors#John_Robbins,Diet for a New America,1
http://www.connaissance.io/onto/biblio/authors#John_Steinbeck,Cannery Row,1
http://www.connaissance.io/onto/biblio/authors#John_Steinbeck,Sweet Thursday,1
http://www.connaissance.io/onto/biblio/authors#John_Steinbeck,The Log From the Sea of Cortez,1
http://www.connaissance.io/onto/biblio/authors#John_Steinbeck,The Winter of Our Discontent,1
http://www.connaissance.io/onto/biblio/authors#John_Steinbeck,Travels With Charley : in search of America,1
http://www.connaissance.io/onto/biblio/authors#John_Steinbeck,Travels with Charley : in search of America,1
http://www.connaissance.io/onto/biblio/authors#John_Stephenson,Teaching & learning online : pedagogies for new technologies,1
http://www.connaissance.io/onto/biblio/authors#John_Straley,The Woman Who Married a Bear,1
http://www.connaissance.io/onto/biblio/authors#John_Thorne,Serious pig : an American cook in search of his roots,1
http://www.connaissance.io/onto/biblio/authors#John_W_Scott,DeadBase X : the complete guide to Grateful Dead song lists,1
http://www.connaissance.io/onto/biblio/authors#John_Watkinson,The Art of Digital Video,1
http://www.connaissance.io/onto/biblio/authors#John_Wiessinger,"Flowers, ferns, and fungi-right before your eyes",1
http://www.connaissance.io/onto/biblio/authors#Jon_Hassler,Rookery Blues,1
http://www.connaissance.io/onto/biblio/authors#Jonathan_Cott,Dylan,1
http://www.connaissance.io/onto/biblio/authors#Jonathan_Raban,Passage to Juneau,1
http://www.connaissance.io/onto/biblio/authors#Joni_Rodgers,Crazy for Trying ; a novel,1
http://www.connaissance.io/onto/biblio/authors#Jorge_Amado,The War of the Saints,1
http://www.connaissance.io/onto/biblio/authors#Joseph_Campbell,The inner reaches of outer space : metaphor as myth and as religion,1
http://www.connaissance.io/onto/biblio/authors#Joseph_Conrad,Heart of Darkness and The Secret Sharer,1
http://www.connaissance.io/onto/biblio/authors#Joseph_Heller,Catch 22,1
http://www.connaissance.io/onto/biblio/authors#Joseph_Sheban,The Wisdom of Gibran,1
http://www.connaissance.io/onto/biblio/authors#Joshua_Piven,The worst-case scenario survival handbook : dating & sex,1
http://www.connaissance.io/onto/biblio/authors#Josquin_Des_Pres,Guitar Fitness : an exercising handbook,1
http://www.connaissance.io/onto/biblio/authors#Jostein_Gaarder,Maya,1
http://www.connaissance.io/onto/biblio/authors#Judy_Fong_Bates,Midnight at the Dragon Café,1
http://www.connaissance.io/onto/biblio/authors#Judy_Jewell,Oregon,1
http://www.connaissance.io/onto/biblio/authors#Julee_Rosso,The Silver Palate Cookbook,1
http://www.connaissance.io/onto/biblio/authors#Julee_Rosso,The Silver Palate good times cookbook,1
http://www.connaissance.io/onto/biblio/authors#Julia_Alvarez,In the Time of the Butterflies,1
http://www.connaissance.io/onto/biblio/authors#Junichiro_Tanizaki,"A Cat, a Man, and Two Women : stories",1
http://www.connaissance.io/onto/biblio/authors#Kahlil_Gibran,The Prophet,1
http://www.connaissance.io/onto/biblio/authors#Kahlil_Gibran,The Wisdom of Gibran,1
http://www.connaissance.io/onto/biblio/authors#Karen_Betteridge,Nature's Foods,1
http://www.connaissance.io/onto/biblio/authors#Karen_Cox,"Implementing Technology Solutions in Libraries : Techniques, Tools, and Tips from the Trenches",1
http://www.connaissance.io/onto/biblio/authors#Karl_Marlantes,Matterhorn : a novel of the Vietnam War,1
http://www.connaissance.io/onto/biblio/authors#Kate_Atkinson,Case histories,1
http://www.connaissance.io/onto/biblio/authors#Kate_Atkinson,Emotionally Weird,1
http://www.connaissance.io/onto/biblio/authors#Kate_Atkinson,In the Drink,1
http://www.connaissance.io/onto/biblio/authors#Katherine_Neville,A Calculated Risk,1
http://www.connaissance.io/onto/biblio/authors#Kathleen_Tyau,A Little Too Much is Enough,1
http://www.connaissance.io/onto/biblio/authors#Kathleen_Tyau,A Philosophical Investigation,1
http://www.connaissance.io/onto/biblio/authors#Kathryn_Stern,Another Song About the King,1
http://www.connaissance.io/onto/biblio/authors#Kathryn_Thompson,Close your eyes and think of Dublin : portrait of a girl,1
http://www.connaissance.io/onto/biblio/authors#Kazuko_Masui,French Cheese,1
http://www.connaissance.io/onto/biblio/authors#Kazuko_Masui,French Cheeses,1
http://www.connaissance.io/onto/biblio/authors#Kazuo_Ishiguro,The Remains of the Day,1
http://www.connaissance.io/onto/biblio/authors#Keith_Jack,Video demystified : a handbook for the digital engineer,1
http://www.connaissance.io/onto/biblio/authors#Ken_Follett,Night Over Water,1
http://www.connaissance.io/onto/biblio/authors#Ken_Kesey,Demon Box,1
http://www.connaissance.io/onto/biblio/authors#Ken_Kesey,One Flew Over the Cuckoo's Nest,1
http://www.connaissance.io/onto/biblio/authors#Ken_Kesey,Sailor Song,1
http://www.connaissance.io/onto/biblio/authors#Ken_Kesey,Sometimes a Great Notion,1
http://www.connaissance.io/onto/biblio/authors#Kenneth_Brower,The Starship and the Canoe,1
http://www.connaissance.io/onto/biblio/authors#Kenneth_Patchen,The Journal of Albion Moonlight,1
http://www.connaissance.io/onto/biblio/authors#Kenneth_Ring,Heading toward omega : in search of the meaning of the near-death experience,1
http://www.connaissance.io/onto/biblio/authors#Kent_Anderson,Sympathy for the Devil,1
http://www.connaissance.io/onto/biblio/authors#Keri_Hulme,The Bone People : a Novel,1
http://www.connaissance.io/onto/biblio/authors#Keri_Hulme,The Windeater,1
http://www.connaissance.io/onto/biblio/authors#Kerstin_Ekman,Blackwater,1
http://www.connaissance.io/onto/biblio/authors#Kevin_Desouza,Knowledge Management: An Introduction,1
http://www.connaissance.io/onto/biblio/authors#Kiana_Davenport,Shark Dialogues,1
http://www.connaissance.io/onto/biblio/authors#Kiran_Desai,Hullabaloo in the Guava Orchard,1
http://www.connaissance.io/onto/biblio/authors#Kit_Knight,The Beat Vision,1
http://www.connaissance.io/onto/biblio/authors#Kurt_Vonnegut,Cat's Cradle,1
http://www.connaissance.io/onto/biblio/authors#Kurt_Vonnegut,Deadeye Dick : a novel,1
http://www.connaissance.io/onto/biblio/authors#Kurt_Vonnegut,Galápagos : a novel,1
http://www.connaissance.io/onto/biblio/authors#Kurt_Vonnegut,"God bless you, Mr. Rosewater",1
http://www.connaissance.io/onto/biblio/authors#Kurt_Vonnegut,"Slaughterhouse-five, or, The children's crusade : a duty dance with death",1
http://www.connaissance.io/onto/biblio/authors#Kwadwo_Agymah_Kamau,Flickering Shadows,1
http://www.connaissance.io/onto/biblio/authors#Ladies_Union_Circle,From the Galleys of Nantucket,1
http://www.connaissance.io/onto/biblio/authors#Larry_Brown,Fay: a novel,1
http://www.connaissance.io/onto/biblio/authors#Larry_Rockoff,The Language of SQL,1
http://www.connaissance.io/onto/biblio/authors#Laura_Pedersen,Beginner's Luck,1
http://www.connaissance.io/onto/biblio/authors#Laurel_Robertson,Laurel's kitchen : a handbook for vegetarian cookery & nutrition,1
http://www.connaissance.io/onto/biblio/authors#Laurence_Boldt,How to Find the Work You Love,1
http://www.connaissance.io/onto/biblio/authors#Lawrence_Lee,Jack's Book : an Oral Biography of Jack Kerouac,1
http://www.connaissance.io/onto/biblio/authors#Lawrence_Millman,Our like will not be there again : notes from the west of Ireland,1
http://www.connaissance.io/onto/biblio/authors#Lawrence_Norfolk,Lemprière's Dictionary,1
http://www.connaissance.io/onto/biblio/authors#Lee_Child,Bad Luck and Trouble,1
http://www.connaissance.io/onto/biblio/authors#Lee_Child,Gone Tomorrow,1
http://www.connaissance.io/onto/biblio/authors#Lee_Child,The Hard Way,1
http://www.connaissance.io/onto/biblio/authors#Leigh_Riker,Strapless,1
http://www.connaissance.io/onto/biblio/authors#Lemony_Snicket,A box of unfortunate events : the situation worsens,1
http://www.connaissance.io/onto/biblio/authors#Leo_Tolstoy,Anna Karenina. Book 1,1
http://www.connaissance.io/onto/biblio/authors#Leo_Tolstoy,Anna Karenina. Book 2,1
http://www.connaissance.io/onto/biblio/authors#Leo_Tolstoy,Childhood Adolescence Youth,1
http://www.connaissance.io/onto/biblio/authors#Leo_Tolstoy,The Death of Ivan Lynch and Other Stories,1
http://www.connaissance.io/onto/biblio/authors#Leo_Tolstoy,The Portable Tolstoy,1
http://www.connaissance.io/onto/biblio/authors#Leonardo_Maugeri,The Age of Oil : What They Don't Want You to Know About the World's Most Controversial Resource,1
http://www.connaissance.io/onto/biblio/authors#Lester_Bangs,"Mainlines, blood feasts and bad taste : a Lester Bangs reader",1
http://www.connaissance.io/onto/biblio/authors#Lewis_Carroll,Alice in Wonderland and Through the Looking Glass,1
http://www.connaissance.io/onto/biblio/authors#Lewis_Porter,John Coltrane : his life and music,1
http://www.connaissance.io/onto/biblio/authors#Lillian_B_Rubin,Worlds of Pain : Life in the Working-Class Family,1
http://www.connaissance.io/onto/biblio/authors#Lindsey_Davis,One Virgin Too Many,1
http://www.connaissance.io/onto/biblio/authors#Lisa_Bach,Her fork in the road : women celebrate food and travel,1
http://www.connaissance.io/onto/biblio/authors#Lois_Mai_Chan,Cataloging and classification : an introduction,1
http://www.connaissance.io/onto/biblio/authors#Lorraine_Anderson,Sisters of the Earth : women's prose and poetry about nature,1
http://www.connaissance.io/onto/biblio/authors#Lorraine_Anderson,The Sivananda Companion to Yoga,1
http://www.connaissance.io/onto/biblio/authors#Louisa_Rhine,PSI what is it?,1
http://www.connaissance.io/onto/biblio/authors#Louise_Erdrich,Tracks : a novel,1
http://www.connaissance.io/onto/biblio/authors#Louise_Rennison,"On the bright side, I'm now the girlfriend of a sex god",1
http://www.connaissance.io/onto/biblio/authors#MIT_Outing_Club,Fundamentals of Rock Climbing,1
http://www.connaissance.io/onto/biblio/authors#M_Wylie_Blanchet,The curve of time : the classic memoir of a woman and her children who explored the coastal waters of the Pacific Northwest,1
http://www.connaissance.io/onto/biblio/authors#Madeleine_Lengle,A Wrinkle in Time,1
http://www.connaissance.io/onto/biblio/authors#Madhur_Jaffrey,World-of-the-East Vegetarian Cooking,1
http://www.connaissance.io/onto/biblio/authors#Maeve_Binchy,Tara Road,1
